id,name,category,description,tags
"tg6hgf5jf9","Genetic Pathway","terms","A clinical term referring to genetic pathway.","term;medical;clinical"
"d3iqk9vpwj","Gnathplasia","diseases","A general medical condition characterized by inflammation or abnormal state of the gnath system.","gnath;plasia;disease"
"stts8t3lcy","Renal Tingling","symptoms","Patient experiences  tingling in the renal  region.","tingling;symptom;renal"
"da44xy55ly","Bacterial myelotrophy","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the myelo system.","myelo;trophy;disease;bacterial"
"dt88aa21gd","Encephaloalgia","diseases","A general medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;algia;disease"
"s6ib9fuimo","Gradual Thoracic Bleeding","symptoms","Patient experiences gradual  bleeding in the thoracic  region.","bleeding;symptom;thoracic;gradual"
"dyc9xr6gr7","Viral gastrosclerosis","diseases","A viral  medical condition characterized by inflammation or abnormal state of the gastro system.","gastro;sclerosis;disease;viral"
"duqwhket6f","Chronic splenomalacia","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the spleno system.","spleno;malacia;disease;chronic"
"mqvw385rxs","Fentaglinide Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","glinide;cream;medicine;treatment"
"mbu90g6wfy","Hydropro Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","pro;patch;medicine;treatment"
"dofbdysgbl","Endosthenia","diseases","A general medical condition characterized by inflammation or abnormal state of the endo system.","endo;sthenia;disease"
"m3kslztlkd","Simaterol Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","terol;tablets;medicine;treatment"
"dl8mfenrh6","Keratospasm","diseases","A general medical condition characterized by inflammation or abnormal state of the kerato system.","kerato;spasm;disease"
"sj2col8ujn","Mild Cerebral Fever","symptoms","Patient experiences mild  fever in the cerebral  region.","fever;symptom;cerebral;mild"
"dw7p9morpu","Congenital dermaspasm","diseases","A congenital  medical condition characterized by inflammation or abnormal state of the derma system.","derma;spasm;disease;congenital"
"dkzlntum33","Secondary cholerrhea","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the chole system.","chole;rrhea;disease;secondary"
"dwg8qpeqa3","Localized gastromalacia","diseases","A localized  medical condition characterized by inflammation or abnormal state of the gastro system.","gastro;malacia;disease;localized"
"sft7g0iwyn","Gradual Cervical Nausea","symptoms","Patient experiences gradual  nausea in the cervical  region.","nausea;symptom;cervical;gradual"
"dpnhuaepww","Localized arterioplasia","diseases","A localized  medical condition characterized by inflammation or abnormal state of the arterio system.","arterio;plasia;disease;localized"
"m8scbe9v4o","Cefaterol Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","terol;injection;medicine;treatment"
"d3si0a0kml","Phleboemia","diseases","A general medical condition characterized by inflammation or abnormal state of the phlebo system.","phlebo;emia;disease"
"dlvg1e2dmk","Acquired encephaloplasia","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;plasia;disease;acquired"
"sup3tpk8tj","Improving Cerebral Fatigue","symptoms","Patient experiences improving  fatigue in the cerebral  region.","fatigue;symptom;cerebral;improving"
"sdd3ebi5tx","Severe Cardiac Fatigue","symptoms","Patient experiences severe  fatigue in the cardiac  region.","fatigue;symptom;cardiac;severe"
"tbyt5sdnao","Chronic Chronic","terms","A clinical term referring to chronic chronic.","term;medical;clinical"
"mkwuc3flgb","Levasartan Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","sartan;gel;medicine;treatment"
"t52djyoavz","Factor Spinal","terms","A clinical term referring to factor spinal.","term;medical;clinical"
"mlyqgoom1b","Loxabuterol Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","buterol;powder;medicine;treatment"
"d9nhcymg6q","Acquired hemoosis","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the hemo system.","hemo;osis;disease;acquired"
"mze5g6pt32","Levanib Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","nib;powder;medicine;treatment"
"mungvi4xo3","Paroxmycin Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","mycin;cream;medicine;treatment"
"mq6jrjyned","Albucillin Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","cillin;suspension;medicine;treatment"
"svkd5l5oko","Sudden Chills","symptoms","Patient experiences sudden  chills in the affected region.","chills;symptom;sudden"
"doqkex31q2","Chronic nephrooma","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the nephro system.","nephro;oma;disease;chronic"
"s8mlmdcdq8","Improving Tenderness","symptoms","Patient experiences improving  tenderness in the affected region.","tenderness;symptom;improving"
"d137x34zp7","Myeloemia","diseases","A general medical condition characterized by inflammation or abnormal state of the myelo system.","myelo;emia;disease"
"mj4fbtv322","Gabacycline Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","cycline;gel;medicine;treatment"
"dd0734wv09","Myorrhexis","diseases","A general medical condition characterized by inflammation or abnormal state of the myo system.","myo;rrhexis;disease"
"mlbtlefx3d","Paroxxetine Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","xetine;drops;medicine;treatment"
"d9rfu582l9","Acute rhinorrhea","diseases","A acute  medical condition characterized by inflammation or abnormal state of the rhino system.","rhino;rrhea;disease;acute"
"d18rcdejnq","Acquired gastrosclerosis","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the gastro system.","gastro;sclerosis;disease;acquired"
"d7m7gdwprw","Acquired arteriomalacia","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the arterio system.","arterio;malacia;disease;acquired"
"txto7m9ixo","Bacterial Bacterial","terms","A clinical term referring to bacterial bacterial.","term;medical;clinical"
"m3ouh7kceo","Bupamycin Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","mycin;suppository;medicine;treatment"
"scppshp14h","Moderate Redness","symptoms","Patient experiences moderate  redness in the affected region.","redness;symptom;moderate"
"d1cotx86zt","Secondary cardioplasia","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the cardio system.","cardio;plasia;disease;secondary"
"thhclkopls","Chronic Syndrome","terms","A clinical term referring to chronic syndrome.","term;medical;clinical"
"sk71eebqm6","Radiating Spinal Fever","symptoms","Patient experiences radiating  fever in the spinal  region.","fever;symptom;spinal;radiating"
"mpzh87ir5f","Citaxetine Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","xetine;capsules;medicine;treatment"
"manba4fe9e","Bupavir Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","vir;powder;medicine;treatment"
"msszct2f04","Hydrocycline Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","cycline;drops;medicine;treatment"
"mj648xhgds","Lisitidine Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","tidine;injection;medicine;treatment"
"d3pdczfuxw","Lymphoalgia","diseases","A general medical condition characterized by inflammation or abnormal state of the lympho system.","lympho;algia;disease"
"mr1chl5fjv","Duranib Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","nib;syrup;medicine;treatment"
"mab9hmzmjp","Ketomab Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","mab;capsules;medicine;treatment"
"su12roupqb","Cardiac Soreness","symptoms","Patient experiences  soreness in the cardiac  region.","soreness;symptom;cardiac"
"mzzpsaxlzw","Loxaterol Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","terol;inhaler;medicine;treatment"
"d274tolsxi","Dermaalgia","diseases","A general medical condition characterized by inflammation or abnormal state of the derma system.","derma;algia;disease"
"dxp584673e","Acute nephrorrhea","diseases","A acute  medical condition characterized by inflammation or abnormal state of the nephro system.","nephro;rrhea;disease;acute"
"s51fnm39in","Sharp Numbness","symptoms","Patient experiences sharp  numbness in the affected region.","numbness;symptom;sharp"
"d06ni2s9xx","Chronic hemorrhea","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the hemo system.","hemo;rrhea;disease;chronic"
"mwxnjodubv","Fluostatin Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","statin;capsules;medicine;treatment"
"sbkijbp3jg","Cervical Stiffness","symptoms","Patient experiences  stiffness in the cervical  region.","stiffness;symptom;cervical"
"dmg06scd8u","Enterorrhexis","diseases","A general medical condition characterized by inflammation or abnormal state of the entero system.","entero;rrhexis;disease"
"d0sw6q1w04","Phlebosthenia","diseases","A general medical condition characterized by inflammation or abnormal state of the phlebo system.","phlebo;sthenia;disease"
"mop4t56co1","Fentaprazole Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","prazole;solution;medicine;treatment"
"duxejg1677","Localized hepatooma","diseases","A localized  medical condition characterized by inflammation or abnormal state of the hepato system.","hepato;oma;disease;localized"
"m3081q942q","Sertacycline Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","cycline;solution;medicine;treatment"
